committee_id,committee_name,report_year,report_type,image_number,line_number,transaction_id,file_number,entity_type,entity_type_desc,unused_recipient_committee_id,recipient_committee_id,recipient_name,recipient_state,beneficiary_committee_name,national_committee_nonfederal_account,disbursement_type,disbursement_type_description,disbursement_description,memo_code,memo_code_full,disbursement_date,disbursement_amount,candidate_office,candidate_office_description,candidate_office_district,candidate_id,candidate_name,candidate_first_name,candidate_last_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office_state,candidate_office_state_full,election_type,election_type_full,fec_election_type_desc,fec_election_year,amendment_indicator,amendment_indicator_desc,schedule_type_full,load_date,original_sub_id,back_reference_transaction_id,back_reference_schedule_id,semi_annual_bundled_refund,payee_last_name,payee_first_name,payee_middle_name,category_code,category_code_full,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,spender_committee_type,spender_committee_org_type,spender_committee_designation,filing_form,link_id,recipient_city,recipient_zip,disbursement_purpose_category,memo_text,two_year_transaction_period,schedule_type,sub_id,pdf_url,line_number_label,payee_prefix,payee_suffix,payee_employer,payee_occupation,ref_disp_excess_flg,comm_dt
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,M8,2.02E+17,21B,500821066,1631544,IND,INDIVIDUAL,,,"MONTGOMERY, HUNTER",CO,,,,,TRAVEL EXPENSE - MILEAGE REIMBURSEMENT,,,2022-07-09,153.74,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,36:48.6,,,,0,MONTGOMERY,HUNTER,,,,,,,,,,Y,,U,F3X,4.09E+18,DENVER,802183296,MATERIALS,,2022,SB,4.09E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202209209528714991,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,M8,2.02E+17,21B,500821057,1631544,ORG,ORGANIZATION,,,DELUXE BUSINESS CHECKS AND SOLUTIONS,OH,,,,,CHECK PURCHASE,,,2022-07-27,155,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,36:48.6,,,,0,,,,1,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4.09E+18,CINCINNATI,452742572,OTHER,,2022,SB,4.09E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202209209528715005,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2021,M11,2.02E+17,21B,500769264,1549032,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,MERCHANT FEES,,,2021-10-15,161.29,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,50:34.9,,,,0,,,,,,,,,,,,Y,,U,F3X,4.11E+18,WEST SOMERVILLE,21440031,OTHER,,2022,SB,4.11E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202111189468607821,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,M10,2.02E+17,30B,500835115,1646084,IND,INDIVIDUAL,,,"DENARDO, ANTHONY",CO,,,,,PAYROLL,,,2022-09-22,161.71,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,11/17/2022 04:06,,,,0,DENARDO,ANTHONY,,,,,,,,,,Y,,U,F3X,4.10E+18,FORT COLLINS,805261428,OTHER,,2022,SB,4.11E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202210209541452243,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,12G,2.02E+17,21B,500839118,1655193,IND,INDIVIDUAL,,,"COOPER, EMILIA",CO,,,,,MILEAGE REIMBURSEMENT,,,2022-10-12,163.22,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,12/2/2022 04:06,,,,0,COOPER,EMILIA,,,,,,,,,,Y,,U,F3X,4.10E+18,STEAMBOAT SPRINGS,804771817,OTHER,,2022,SB,4.12E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202210279546605957,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,M6,2.02E+17,21B,500804785,1631463,ORG,ORGANIZATION,,,NUMERO,CA,,,,,BANK FEES,,,2022-05-05,163.5,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,36:48.5,,,,0,,,,1,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4.09E+18,IRVINE,926185004,OTHER,,2022,SB,4.09E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202209209528692873,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,M2,2.02E+17,21B,500790834,1595443,PAC,POLITICAL ACTION COMMITTEE,,,ACTBLUE,MA,,,,,MERCHANT BANK FEES,,,2022-01-23,163.56,,,,,,,,,,,,,,,,,C,CHANGE,ITEMIZED DISBURSEMENTS,34:55.7,,,,0,,,,,,,,,,,,Y,,U,F3X,4.05E+18,CAMBRIDGE,22382110,OTHER,,2022,SB,4.05E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202205189512396740,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,M8,2.02E+17,30B,500821088,1631544,ORG,ORGANIZATION,,,PAYCHEX,PA,,,,,PAYROLL TAXES,,,2022-07-11,163.69,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,36:48.6,,,,0,,,,,,,,,,,,Y,,U,F3X,4.09E+18,NORRISTOWN,194032404,OTHER,,2022,SB,4.09E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202209209528715013,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,M9,2.02E+17,21B,500826073,1631934,ORG,ORGANIZATION,,,"OFFICEMAX, INC.",IL,,,,,OFFICE SUPPLIES - COMPUTER EQUIPMENT,,,2022-08-04,165.1,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,29:23.4,,,,0,,,,,,,,,,,,Y,,U,F3X,4.09E+18,NAPERVILLE,60563,ADMINISTRATIVE,,2022,SB,4.09E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202209209531799637,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,12G,2.02E+17,21B,500839126,1655193,ORG,ORGANIZATION,,,INDEED,TX,,,,,JOB LISTING,,,2022-10-03,168.25,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,12/2/2022 04:06,,,,0,,,,,,,,,,,,Y,,U,F3X,4.10E+18,AUSTIN,787311773,OTHER,,2022,SB,4.12E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202210279546605941,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2021,M5,2.02E+17,30B,500750517,1517527,ORG,ORGANIZATION,,,PAYCHEX,PA,,,,,401K PAYMENT,,,2021-04-16,170.55,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,54:29.7,,,,0,,,,,,,,,,,,Y,,U,F3X,4.05E+18,NORRISTOWN,194032404,OTHER,,2022,SB,4.05E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202105209447074444,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,M7,2.02E+17,21B,500817051,1631480,ORG,ORGANIZATION,,,GETTHRU,CA,,,,,POLITICAL TEXT PLATFORM,,,2022-06-09,170.88,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,36:48.5,,,,0,,,,3,Solicitation and Fundraising Expenses ,,,,,,,Y,,U,F3X,4.09E+18,OAKLAND,946122503,OTHER,,2022,SB,4.09E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202209209528696368,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,M9,2.02E+17,21B,500825791,1631934,ORG,ORGANIZATION,,,STAPLES,MA,,,,,OFFICE SUPPLIES - TONER,,,2022-08-12,172,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,29:23.4,,,,0,,,,,,,,,,,,Y,,U,F3X,4.09E+18,FRAMINGHAM,17024478,ADMINISTRATIVE,,2022,SB,4.09E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202209209531799642,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,12G,2.02E+17,21B,500839133,1655193,IND,INDIVIDUAL,,,"JACKSON, JOSELYN D",CO,,,,,MILEAGE REIMBURSEMENT,,,2022-10-11,175.26,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,12/2/2022 04:06,,,,0,JACKSON,JOSELYN,D,,,,,,,,,Y,,U,F3X,4.10E+18,AURORA,800133343,OTHER,,2022,SB,4.12E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202210279546605952,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,M4,2.02E+17,21B,500800395,1629223,PAC,POLITICAL ACTION COMMITTEE,,,ACTBLUE,MA,,,,,BANK FEES,,,2022-03-04,175.3,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,33:59.4,,,,0,,,,1,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4.09E+18,WEST SOMERVILLE,21440031,OTHER,,2022,SB,4.09E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202209129528425143,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,M7,2.02E+17,21B,500816606,1631480,ORG,ORGANIZATION,,,AMAZON,WA,,,,,OFFICE EQUIPMENT - DOLLY,,,2022-06-16,176.87,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,36:48.5,,,,0,,,,,,,,,,,,Y,,U,F3X,4.09E+18,SEATTLE,981081300,ADMINISTRATIVE,,2022,SB,4.09E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202209209528696376,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,M7,2.02E+17,21B,500816706,1631480,ORG,ORGANIZATION,,,SAM'S CLUB,AR,,,,,MEALS FOR STAFF TRAINING,,,2022-06-23,179.09,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,36:48.5,,,,0,,,,,,,,,,,,Y,,U,F3X,4.09E+18,BENTONVILLE,727124304,TRAVEL,,2022,SB,4.09E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202209209528696379,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,M4,2.02E+17,21B,500800184,1629223,ORG,ORGANIZATION,,,BUMPERACTIVE.COM,TX,,,,,"PRINTING/GENERIC T-SHIRT, STICKERS, MUGS & BUTTONS",,,2022-03-09,180.89,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,33:59.4,,,,0,,,,4,Advertising Expenses ,,,,,,,Y,,U,F3X,4.09E+18,AUSTIN,787573224,ADVERTISING,,2022,SB,4.09E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202209129528425145,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,M7,2.02E+17,21B,500816629,1631480,ORG,ORGANIZATION,,,BKGBOOKING.COM,CO,,,,,TRAVEL EXPENSE - LODGING,,,2022-06-10,186.57,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,36:48.5,,,,0,,,,2,Travel Expenses,,,,,,,Y,,U,F3X,4.09E+18,DENVER,802072322,TRAVEL,,2022,SB,4.09E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202209209528696369,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,M7,2.02E+17,21B,500816610,1631480,ORG,ORGANIZATION,,,AMAZON,WA,,,,,OFFICE EQUIPMENT - WHITE BOARDS,,,2022-06-29,188.88,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,36:48.5,,,,0,,,,,,,,,,,,Y,,U,F3X,4.09E+18,SEATTLE,981081300,ADMINISTRATIVE,,2022,SB,4.09E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202209209528696383,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,M10,2.02E+17,21B,500835051,1646084,ORG,ORGANIZATION,,,FEDEX,CO,,,,,SHIPPING COSTS,,,2022-09-12,189.35,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,11/17/2022 04:06,,,,0,,,,,,,,,,,,Y,,U,F3X,4.10E+18,DENVER,802033407,OTHER,,2022,SB,4.11E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202210209541452193,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,M9,2.02E+17,21B,500825827,1631934,ORG,ORGANIZATION,,,"KING SOOPERS, INC",CO,,,,,FOOD AND BEVERAGE FOR STAFF TRAINING,,,2022-08-08,191.04,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,29:23.4,,,,0,,,,,,,,,,,,Y,,U,F3X,4.09E+18,DENVER,802175667,OTHER,,2022,SB,4.09E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202209209531799639,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,12G,2.02E+17,21B,500839124,1655193,ORG,ORGANIZATION,,,HOLIDAY INN,CO,,,,,TRAVEL EXPENSE - HOTEL,,,2022-10-17,194.98,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,12/2/2022 04:06,,,,0,,,,,,,,,,,,Y,,U,F3X,4.10E+18,DENVER,802072322,MATERIALS,,2022,SB,4.12E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202210279546605961,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,12G,2.02E+17,30B,500839202,1655193,IND,INDIVIDUAL,,,"ALBANESI, CATHERINE CORDELIA",CO,,,,,PAYROLL,,,2022-10-06,195.39,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,12/2/2022 04:06,,,,0,ALBANESI,CATHERINE,CORDELIA,,,,,,,,,Y,,U,F3X,4.10E+18,MONUMENT,801328487,OTHER,,2022,SB,4.12E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202210279546605968,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,M7,2.02E+17,21B,500817060,1631480,ORG,ORGANIZATION,,,WALMART,AR,,,,,OFFICE SUPPLIES - CARPET CLEANER,,,2022-06-24,195.9,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,36:48.5,,,,0,,,,,,,,,,,,Y,,U,F3X,4.09E+18,BENTONVILLE,727166209,ADMINISTRATIVE,,2022,SB,4.09E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202209209528696380,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,M9,2.02E+17,21B,500825788,1631934,ORG,ORGANIZATION,,,AMAZON,WA,,,,,"OFFICE SUPPLIES - PENS, CLIPBOARDS",,,2022-08-04,196.6,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,29:23.4,,,,0,,,,,,,,,,,,Y,,U,F3X,4.09E+18,SEATTLE,981081300,ADMINISTRATIVE,,2022,SB,4.09E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202209209531799636,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,12G,2.02E+17,21B,500839094,1655193,IND,INDIVIDUAL,,,"ARMAN, AMIR",TN,,,,,TRAVEL EXPENSES - MILEAGE REIMBURSEMENT,,,2022-10-11,197.26,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,12/2/2022 04:06,,,,0,ARMAN,AMIR,,,,,,,,,,Y,,U,F3X,4.10E+18,KNOXVILLE,379312182,MATERIALS,,2022,SB,4.12E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202210279546605949,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,M10,2.02E+17,21B,500835032,1646084,ORG,ORGANIZATION,,,AT&T MOBILITY,IL,,,,,RENT EXPENSE - PHONE AND INTERNET,,,2022-09-22,199.05,,,,,,,,,,,,,G2022,,GENERAL,2022,A,ADD,ITEMIZED DISBURSEMENTS,11/17/2022 04:06,,,,0,,,,,,,,,,,,Y,,U,F3X,4.10E+18,CAROL STREAM,601976463,ADMINISTRATIVE,,2022,SB,4.11E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202210209541452200,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2021,M3,2.02E+17,28A,500741521,1505347,IND,INDIVIDUAL,,,"REED, PEGGY",CO,,,22Y,CONTRIBUTION REFUND TO INDIVIDUAL,REFUND,,,2021-02-17,200,,,,,,,,,,,,,P,,PRIMARY,,A,ADD,ITEMIZED DISBURSEMENTS,52:27.7,,,,0,REED,PEGGY,,,,,,,,,,Y,,U,F3X,4.03E+18,BROOMFIELD,800205865,REFUNDS,,2022,SB,4.03E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202103199441642433,Refunds of Contributions Made to Individuals/Persons Other Than Political Committees,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,M8,2.02E+17,21B,500820923,1631544,PAC,POLITICAL ACTION COMMITTEE,,,ACTBLUE,MA,,,,,BANK FEES,,,2022-07-10,200.11,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,36:48.6,,,,0,,,,,,,,,,,,Y,,U,F3X,4.09E+18,WEST SOMERVILLE,21440031,OTHER,,2022,SB,4.09E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202209209528714993,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,M8,2.02E+17,30B,500821087,1631544,ORG,ORGANIZATION,,,PAYCHEX,PA,,,,,PAYROLL TAXES,,,2022-07-05,202.9,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,36:48.6,,,,0,,,,,,,,,,,,Y,,U,F3X,4.09E+18,NORRISTOWN,194032404,OTHER,,2022,SB,4.09E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202209209528715011,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,M4,2.02E+17,21B,500800166,1629223,PAC,POLITICAL ACTION COMMITTEE,,,ACTBLUE,MA,,,,,BANK FEES,,,2022-03-31,204.41,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,33:59.4,,,,0,,,,1,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4.09E+18,WEST SOMERVILLE,21440031,OTHER,,2022,SB,4.09E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202209129528425152,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,M9,2.02E+17,21B,500825825,1631934,IND,INDIVIDUAL,,,"DOYLE, KATHERINE",CO,,,,,TRAVEL EXPENSE - MILEAGE REIMBURSEMENT,,,2022-08-29,205.34,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,29:23.4,,,,0,DOYLE,KATHERINE,,,,,,,,,,Y,,U,F3X,4.09E+18,LITTLETON,801282606,MATERIALS,,2022,SB,4.09E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202209209531799653,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,M9,2.02E+17,30B,500825683,1631934,IND,INDIVIDUAL,,,"COLON, BRITTNEY DEVIN",CO,,,,,PAYROLL,,,2022-08-26,205.61,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,29:23.5,,,,0,COLON,BRITTNEY,DEVIN,,,,,,,,,Y,,U,F3X,4.09E+18,DENVER,802241723,OTHER,,2022,SB,4.09E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202209209531799687,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2021,M11,2.02E+17,21B,500777577,1549032,ORG,ORGANIZATION,,,BUMPERACTIVE.COM,TX,,,,,"PRINTING/GENERIC T-SHIRT, STICKERS, MUGS & BUTTONS",,,2021-10-19,206.03,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,50:34.9,,,,0,,,,,,,,,,,,Y,,U,F3X,4.11E+18,AUSTIN,787573224,ADVERTISING,,2022,SB,4.11E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202111189468607823,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,M10,2.02E+17,21B,500835060,1646084,IND,INDIVIDUAL,,,"DOYLE, KATHERINE",CO,,,,,TRAVEL EXPENSE - MILEAGE REIMBURSEMENT,,,2022-09-16,206.04,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,11/17/2022 04:06,,,,0,DOYLE,KATHERINE,,,,,,,,,,Y,,U,F3X,4.10E+18,LITTLETON,801282606,MATERIALS,,2022,SB,4.11E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202210209541452197,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,M7,2.02E+17,21B,500816603,1631480,ORG,ORGANIZATION,,,AMAZON,WA,,,,,OFFICE EQUIPMENT - PEN AND PAPER,,,2022-06-14,206.31,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,36:48.5,,,,0,,,,,,,,,,,,Y,,U,F3X,4.09E+18,SEATTLE,981081300,ADMINISTRATIVE,,2022,SB,4.09E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202209209528696372,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2021,M5,2.02E+17,30B,500750541,1517527,ORG,ORGANIZATION,,,PAYCHEX,PA,,,,,401K PAYMENT,,,2021-04-20,206.88,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,54:29.7,,,,0,,,,,,,,,,,,Y,,U,F3X,4.05E+18,NORRISTOWN,194032404,OTHER,,2022,SB,4.05E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202105209447074445,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2021,M6,2.02E+17,30B,500753523,1520718,ORG,ORGANIZATION,,,PAYCHEX,PA,,,,,401K PAYMENT,,,2021-05-05,206.88,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,53:15.0,,,,0,,,,,,,,,,,,Y,,U,F3X,4.06E+18,NORRISTOWN,194032404,OTHER,,2022,SB,4.06E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202106189449417536,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2021,M7,2.02E+17,30B,500758151,1529520,ORG,ORGANIZATION,,,PAYCHEX,PA,,,,,401K PAYMENT,,,2021-06-18,206.88,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,55:29.7,,,,0,,,,,,,,,,,,Y,,U,F3X,4.07E+18,NORRISTOWN,194032404,OTHER,,2022,SB,4.07E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202107209451927375,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2021,M10,2.02E+17,30B,500767931,1545980,ORG,ORGANIZATION,,,PAYCHEX,PA,,,,,401K PAYMENT,,,2021-09-20,206.88,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,52:38.2,,,,0,,,,,,,,,,,,Y,,U,F3X,4.10E+18,NORRISTOWN,194032404,OTHER,,2022,SB,4.11E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202110209468146647,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2021,M9,2.02E+17,30B,500763028,1545158,ORG,ORGANIZATION,,,PAYCHEX,PA,,,,,401K PAYMENT,,,2021-08-05,206.88,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,55:46.8,,,,0,,,,,,,,,,,,Y,,U,F3X,4.10E+18,NORRISTOWN,194032404,OTHER,,2022,SB,4.11E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202110189467954306,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2021,M11,2.02E+17,30B,500777287,1549032,ORG,ORGANIZATION,,,PAYCHEX,PA,,,,,401K PAYMENT,,,2021-10-05,206.88,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,50:34.9,,,,0,,,,,,,,,,,,Y,,U,F3X,4.11E+18,NORRISTOWN,194032404,OTHER,,2022,SB,4.11E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202111189468607832,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,M10,2.02E+17,21B,500835069,1646084,IND,INDIVIDUAL,,,"HENEGER, MACKENZIE",WY,,,,,TRAVEL EXPENSE - MILEAGE REIMBURSEMENT,,,2022-09-16,207.09,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,11/17/2022 04:06,,,,0,HENEGER,MACKENZIE,,,,,,,,,,Y,,U,F3X,4.10E+18,LARAMIE,820704772,MATERIALS,,2022,SB,4.11E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202210209541452198,Other Federal Operating Expenditures,,,,,,
C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,2022,M9,2.02E+17,21B,500826049,1631934,ORG,ORGANIZATION,,,BUMPERACTIVE.COM,TX,,,,,"PRINTING/GENERIC T-SHIRT, STICKERS, MUGS & BUTTONS",,,2022-08-15,209.16,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,29:23.4,,,,0,,,,4,Advertising Expenses ,,,,,,,Y,,U,F3X,4.09E+18,AUSTIN,787573224,ADVERTISING,,2022,SB,4.09E+18,https://docquery.fec.gov/cgi-bin/fecimg/?202209209531799643,Other Federal Operating Expenditures,,,,,,
